Lykill;Póstnúmer;Heiti_nf;Heiti_thgf
9039;820;Gamla-Hraun;Gamla-Hrauni
9040;820;Garðafell;Garðafelli
9041;820;Garðbær;Garðbæ
9042;820;Garðhús;Garðhúsum
9043;820;Garðshorn;Garðshorni
9044;820;Grund;Grund
9045;820;Gunnarshús;Gunnarshúsi
9046;820;Götuhús;Götuhúsi
9047;820;Háeyrarvegur;Háeyrarvegi
9048;820;Háeyrarvellir;Háeyrarvöllum
9049;820;Hátún;Hátúni
9050;820;Heiðdalshús;Heiðdalshúsi
9051;820;Helgafell;Helgafelli
9052;820;Hjalladæl;Hjalladæl
9053;820;Hjallavegur;Hjallavegi
9054;820;Hlein;Hlein
9055;820;Hlið;Hliði
9056;820;Hof;Hofi
9057;820;Hóp;Hópi
23570;820;Hraunteigur;Hraunteigi
9058;820;Hreggviður;Hreggviði
9059;820;Hulduhólar;Hulduhólum
22128;820;Hulduhóll;Hulduhóli
9060;820;Húsið;Húsinu
22130;820;Hvammur;Hvammi
9061;820;Hvoll;Hvoli
9062;820;Höfn;Höfn
22498;820;Kaldbak;Kaldbaki
9063;820;Káragerði;Káragerði
9064;820;Kirkjubær;Kirkjubæ
9065;820;Kirkjuhús;Kirkjuhúsi
9066;820;Kirkjuhvoll;Kirkjuhvoli
9068;820;Litla-Háeyri;Litlu-Háeyri
9067;820;Litla-Hraun;Litla-Hrauni
22131;820;Lundi;Lundi
9069;820;Merkigarður;Merkigarði
9070;820;Merkisteinsvellir;Merkisteinsvöllum
9071;820;Mundakot;Mundakoti
9072;820;Mundakot II;Mundakoti II
22653;820;Nesbrú;Nesbrú
9073;820;Norðurkot;Norðurkoti
9074;820;Nýhöfn;Nýhöfn
9076;820;Ós;Ósi
9075;820;Óseyrarbrú;Óseyrarbrú
23712;820;Ránargrund;Ránargrund
9078;820;Sandvík;Sandvík
9079;820;Sigtún;Sigtúni
9080;820;Skúmsstaðir;Skúmsstöðum
9081;820;Slysavarnaskýli;Slysavarnaskýli
9082;820;Smiðshús;Smiðshúsum
9077;820;Sndur;Sandi
23879;820;Sólbakki;Sólbakka
9083;820;Sólheimar;Sólheimum
9084;820;Sóltún;Sóltúni
9086;820;Sólvellir;Sólvöllum
9087;820;Staðarbakki;Staðarbakka
9088;820;Steinsbær II;Steinsbæ II
9089;820;Steinskot;Steinskoti
9090;820;Stígprýði;Stígprýði
9091;820;Sæból;Sæbóli
9092;820;Sæfell;Sæfelli
9093;820;Tjörn;Tjörn
9094;820;Traðarhús;Traðarhúsi
9095;820;Túngata;Túngötu
9096;820;Vatnagaður;Vatnagarði
9097;820;Þykkvaflöt;Þykkvaflöt
9098;820;Ægissíða;Ægissíðu
9099;825;Aðalsteinn;Aðalsteini
9100;825;B-gata;B-götu
9101;825;Baldurshagi;Baldurshaga
9102;825;Baugsstaðir;Baugsstöðum
9103;825;Birkihlíð;Birkihlíð
9104;825;Bjarg;Bjargi
9106;825;Blómsturvellir;Blómsturvöllum
9107;825;Brautartunga;Brautartungu
9108;825;Brekkuholt;Brekkuholti
9109;825;Bræðraborg;Bræðraborg
9110;825;Bræðratunga;Bræðratungu
9112;825;Dvergasteinar;Dvergasteinum
9111;825;Dvergasteinn;Dvergasteini
9113;825;Efra-Sel;Efra-Seli
9114;825;Eyjasel;Eyjaseli
9115;825;Eyrarbraut;Eyrarbraut
22135;825;Eystri-Hólmi;Eystri-Hólmi
9117;825;Fagridalur;Fagradal
9118;825;Garðbær;Garðbæ
9119;825;Grund;Grund
9120;825;Hafnargata;Hafnargötu
9121;825;Hafsteinn;Hafsteini
9122;825;Hamrahvol;Hamrahvoli
9123;825;Hásteinsvegur;Hásteinsvegi
9124;825;Hátún;Hátúni
9125;825;Heiðarbrún;Heiðarbrún
9126;825;Heimaklettur;Heimakletti
9127;825;Helgafell;Helgafelli
9128;825;Helgastaðir;Helgastöðum
9129;825;Hellukot;Hellukoti
9130;825;Hoftún;Hoftúni
9132;825;Hólar;Hólum
9131;825;Hólmur;Hólmi
9133;825;Hraunbakki;Hraunbakka
22136;825;Hraunhlaða;Hraunhlöðu
9134;825;Íragerði;Íragerði
23282;825;Jaðar;Jaðri
9135;825;Kaðlastaðir;Kaðlastöðum
9137;825;Keldnakot;Keldnakoti
9138;825;Knarrarvogur;Knarrarvogi
9139;825;Kumbaravogur;Kumbaravogi
9136;825;Kökkur;Kekki
9140;825;Lindarhvammur;Lindarhvammi
9141;825;Lyngheiði;Lyngheiði
9142;825;Lyngholt;Lyngholti
22237;825;Merkigarður;Merkigarði
9143;825;Merkisteinn;Merkisteini
9144;825;Miðtún;Miðtúni
9145;825;Móakot;Móakoti
9146;825;Móhús;Móhúsum
9147;825;Nýborg;Nýborg
23858;825;Ólafsvellir;Ólafsvöllum
9148;825;Ranakot;Ranakoti
9149;825;Roðgúl;Roðgúl
9150;825;Sandgerði;Sandgerði
23452;825;Sandprýði;Sandprýði
9151;825;Silfurtún;Silfurtúni
9152;825;Sjólyst;Sjólyst
9153;825;Sjónarhóll;Sjónarhóli
9154;825;Skálavík;Skálavík
9156;825;Skip;Skipum
9155;825;Skipagerði;Skipagerði
22827;825;Sólbakka;Sólbakki
9157;825;Sólberg;Sólbergi
9158;825;Sólvellir;Sólvöllum
9159;825;Stardalur;Stardal
9160;825;Stardalur I;Stardal I
9161;825;Stjörnusteinar;Stjörnusteinum
9162;825;Stjörnusteinn I;Stjörnusteinum I
9163;825;Stokkseyri;Stokkseyri
9164;825;Strandgata;Strandgötu
9165;825;Sunnutún;Sunnutúni
9166;825;Syðra-Sel;Syðra-Seli
9167;825;Sæfell;Sæfelli
9168;825;Sæhvoll;Sæhvoli
9169;825;Tjarnarstígur;Tjarnarstíg
9170;825;Tjörn;Tjörn
9171;825;Traðarholt;Traðarholti
9172;825;Túnprýði;Túnprýði
23864;825;Vatnsdalur;Vatnsdal
24427;825;Vestri-Hólmi;Vestra-Hólma
9174;840;Auðkúla;Auðkúlu
9175;840;Austurey I;Austurey I
9176;840;Birkilundur;Birkilundi
22995;840;Bjarkarbraut;Bjarkarbraut
9177;840;Bjarkarlund;Bjarkarlundi
9178;840;Brún;Brún
22238;840;Dalbraut;Dalbraut
9179;840;Dalsel;Dalseli
9180;840;Efsti-Dalur II;Efsta-Dal II
9181;840;Efstidalur;Efstadal
9182;840;Ey;Ey
9183;840;Eyjaból;Eyjabóli
9184;840;Eyjarland;Eyjarlandi
21067;840;Eyvindartunga;Eyvindartungu
9185;840;Feney;Feney
9186;840;Fenjar;Fenjum
9187;840;Flókalund;Flókalundi
22920;840;Garðarstígur II;GarðarstígII
9188;840;Garður;Garði
23387;840;Háholt;Háholti
9189;840;Heimalund;Heimalundi
23686;840;Héraðsskóli;Héraðsskóla
9190;840;Horn;Horni
9191;840;Hreiður;Hreiðri
9192;840;Hrísholt;Hrísholti
9193;840;Hverabraut;Hverabraut
9194;840;Hvest;Hvestu
23669;840;Kóngsvegur;Kóngsvegi
9195;840;Laufás;Laufási
22660;840;Laugabraut;Laugabraut
22901;840;Laugarbraut;Laugarbraut
9196;840;Laugardalshóll;Laugardalshólum
9197;840;Laugarnes;Laugarnesi
9198;840;Laugarströnd;Laugarströnd
9199;840;Laugarvatn;Laugarvatni
9200;840;Laugarvatn Menntaskólinn;Laugarvatni Menntaskóla
9201;840;Lindarbraut;Lindarbraut
23830;840;Lindarskógur;Lindarskógi
9202;840;Lyngdalur;Lyngdal
9203;840;Lyngholt;Lyngholti
9204;840;Menntaskólinn;Menntaskólanum
9206;840;Miðdalskot;Miðdalskoti
9205;840;Miðdalur;Miðdal
9207;840;Miðey;Miðey
9208;840;Mörk;Mörk
9209;840;Rein;Rein
9210;840;Reykir;Reykjum
23139;840;Reykjabraut;Reykjabraut
23068;840;Skólatún;Skólatúni
9212;840;Stekká;Stekká
23013;840;Stekksá ;Stekksá
9211;840;Stekkur;Stekk
9213;840;Stöng;Stöng
22700;840;Svanahlíð;Svanahlíð
23443;840;Tjaldmiðstöð;Tjaldmiðstöð
9214;840;Torfholt;Torfholti
22986;840;Vestraskarð;Vestraskarði
9215;840;Vin;Vin
9216;840;Þröm;Þröm
9217;845;Akurgerði;Akurgerði
22154;845;Auðsholt;Auðsholti
9218;845;Auðsholt I;Auðsholti I
9219;845;Auðsholt II;Auðsholti II
9220;845;Auðsholt III;Auðsholti III
9221;845;Auðsholt IV;Auðsholti IV
9222;845;Auðsholt V;Auðsholti V
23842;845;Austurhof;Austurhofi
24238;845;Árbær;Árbæ
9227;845;Ás;Ási
23901;845;Ásastígur;Ásastíg
9223;845;Ásatún;Ásatúni
22841;845;Ásgarður Kerlingarfj.;Ásgarði Kerlingarfj.
9224;845;Ásgerði;Ásgerði
9225;845;Ásgerði I;Ásgerði II
9226;845;Áshlíð;Áshlíð
9228;845;Ásland;Áslandi
9229;845;Berghylur;Berghyl
9230;845;Birtingaholt;Birtingaholti
9231;845;Birtingaholt I;Birtingaholti I
9232;845;Birtingaholt III;Birtingaholti III
9233;845;Birtingaholt IV;Birtingaholti IV
9234;845;Bjarg;Bjargi
9235;845;Bjarkarhlíð;Bjarkarhlíð
9236;845;Borgarás;Borgarási
9237;845;Breiðás;Breiðási
9238;845;Brún;Brún
9239;845;Bryðjuholt;Bryðjuholti
22156;845;Dalbær;Dalbæ
9240;845;Dalbær I;Dalbæ I
9241;845;Dalbær II;Dalbæ II
9242;845;Dalbær III;Dalbæ III
9243;845;Efra-Langholt;Efra-Langholti
9244;845;Efra-Sel;Efra-Seli
24570;845;Flúðasel;Flúðaseli
9245;845;Flúðir;Flúðum
9246;845;Foss;Fossi
9247;845;Galtafell;Galtafelli
9248;845;Garðastígur;Garðastíg
9249;845;Garður;Garði
9256;845;Gata;Götu
9250;845;Gilsbakki;Gilsbakka
9251;845;Grafarbakki;Grafarbakka
9252;845;Grafarbakki I;Grafarbakka I
9253;845;Grafarbakki II;Grafarbakka II
9254;845;Grund;Grund
9255;845;Gröf;Gröf
22157;845;Haukholt;Haukholti
9257;845;Haukholt I;Haukholtum I
9258;845;Haukholt II;Haukholtum II
24657;845;Heiðarbyggð;Heiðarbyggð
9259;845;Hellisholt;Hellisholti
24587;845;Hlíðarbakki;Hlíðarbakka
9261;845;Hólakot;Hólakoti
9262;845;Hrafnkelsstaðir;Hrafnkelsstöðum
9263;845;Hrafnkelsstaðir II;Hrafnkelsstöðum II
9264;845;Hrafnkelsstaðir III;Hrafnkelsstöðum III
9265;845;Hrepphólar;Hrepphólum
9266;845;Hruni;Hruna
9268;845;Hvamm I;Hvammi I
9269;845;Hvamm II;Hvammi II
9267;845;Hvammur;Hvammi
9270;845;Hverabakki;Hverabakka
9271;845;Hverabakki II;Hverabakka II
9272;845;Hvítarhol II;Hvítarholi II
9273;845;Hvítárdalur;Hvítárdal
9274;845;Hvítárholt;Hvítárholti
22159;845;Högnastaðir;Högnastöðum
9276;845;Högnastaðir I;Högnastöðum I
9277;845;Högnastaðir II;Högnastöðum II
9275;845;Högnastígur;Högnastíg
24552;845;Iðjuslóð;Iðjuslóð
9278;845;Ísabakki;Ísabakka
9279;845;Jaðar;Jaðri
9280;845;Jörfi;Jörfa
9281;845;Kaldbak;Kaldbak
9282;845;Kotlaugar;Kotlaugum
9283;845;Kópsvatn I;Kópsvatni I
9284;845;Kópsvatn II;Kópsvatni II
9285;845;Langholtskot;Langholtskoti
9286;845;Laugaland;Laugalandi
9287;845;Laugalækur;Laugalæk
9289;845;Laugar;Laugum
9288;845;Laugarland;Laugarlandi
9290;845;Laxárhlíð;Laxárhlíð
9291;845;Ljónastígur;Ljónastíg
9292;845;Melar;Melum
9293;845;Miðfell;Miðfelli
9294;845;Miðfell I;Miðfelli I
9295;845;Miðfell III;Miðfelli III
9296;845;Miðfell IV;Miðfelli IV
9297;845;Miðfell V;Miðfelli V
9298;845;Miðfell Vl;Miðfelli VI
23285;845;Miðhof;Miðhofi
23862;845;Mýrarstígur;Mýrarstígi
23284;845;Norðurhof;Norðurhofi
9299;845;Núpstún;Núpstúni
9300;845;Núpstún II;Núpstúni II
9301;845;Nör;Nör
22161;845;Reykás;Reykási
9302;845;Reykjabakki;Reykjabakka
9303;845;Reykjaból;Reykjabóli
9304;845;Reykjadalur;Reykjadal
9305;845;Reykjaflöt;Reykjaflöt
9306;845;Reykjaflöt II;Reykjaflöt II
9307;845;Silfurtún;Silfurtúni
9308;845;Skipholt;Skipholti
9309;845;Skipholt I;Skipholti I
9310;845;Skipholt III;Skipholti III
9311;845;Skollagróf;Skollagróf
9312;845;Skyggnir;Skyggni
9313;845;Smárahlíð;Smárahlíð
9314;845;Smárahlíð II;Smárahlíð II
9315;845;Smiðjustígur;Smiðjustíg
9316;845;Sneiðin I;Sneiðinni I
9317;845;Sóleyjarbakki;Sóleyjarbakka
9318;845;Sólheimar;Sólheimum
9319;845;Steinahlíð;Steinahlíð
9320;845;Straumur;Straumi
9321;845;Suðurbrún;Suðurbrún
22875;845;Suðurhof;Suðurhofi
9322;845;Sunnuhlíð;Sunnuhlíð
9323;845;Syðra-Langholt;Syðra-Langholti
9324;845;Syðra-Langholt IV;Syðra-Langholti IV
9325;845;Syðra-Langholt Vl;Syðra-Langholti VI
9326;845;Syðra-Sel;Syðra-Seli
23796;845;Torfdalur;Torfdal
9327;845;Tungufell;Tungufelli
9328;845;Túnsberg;Túnsbergi
9329;845;Undirheimar;Undirheimum
9330;845;Unnarholt;Unnarholti
9331;845;Unnarholtskot;Unnarholtskoti
24451;845;Unnarholtskot I;Unnarholtskoti I
9332;845;Unnarholtskot II;Unnarholtskoti II
9333;845;Varmaland;Varmalandi
9334;845;Varmalækur;Varmalæk
9335;845;Vesturbrún;Vesturbrún
9336;845;Vinaminni;Vinaminni
9337;845;Þórarinsstaðir;Þórarinsstöðum
9338;845;Þverspyrna;Þverspyrnu
9339;850;Akurhóll;Akurhóli
9340;850;Arnarsandur;Arnarsandi
9341;850;Auðkúla;Auðkúlu
9342;850;Ártún;Ártúni
23713;850;Baugalda;Baugöldu
9343;850;Bergalda;Bergöldu
23037;850;Bogatún;Bogatúni
23786;850;Bolalda;Bolöldu
9344;850;Borgarsandur;Borgarsandi
9345;850;Breiðalda;Breiðöldu
23079;850;Brúnalda;Brúnöldu
9346;850;Drafnarsandur;Drafnarsandi
9347;850;Dvalarheimili Lund;Dvalarheimili Lundi
9348;850;Dvalarheimilið Lund;Dvalarheimilinu Lundi
9349;850;Dynskálar;Dynskálum
9350;850;Eyjarsandur;Eyjasandi
9351;850;Fornisandur;Fornasandi
9352;850;Fossalda;Fossöldu
9353;850;Freyvangur;Freyvangi
22810;850;Gaddstaðaflatir;Gaddstaðaflötum
9354;850;Geitasandur;Geitasandi
23897;850;Gilsbakki;Gilsbakka
22164;850;Gunnarsholt;Gunnarsholti
22904;850;Hábær;Hábær
9355;850;Heiðvangur;Heiðvangi
22165;850;Heklugerði;Heklugerði
9356;850;Hella;Hellu
9357;850;Helluvað;Helluvaði
9358;850;Hólavangur;Hólavangi
23372;850;Hrafnskálar;Hrafnskálum
9359;850;Hraunalda;Hraunöldu
9360;850;Jaðar;Jaðri
9361;850;Kornbrekka;Kornbrekku
22167;850;Kornbrekkur;Kornbrekkum
9362;850;Laufskálar;Laufskálum
9363;850;Leikskálar;Leikskálum
9364;850;Lundur;Lundi
9365;850;Lyngás;Lyngási
9366;850;Lyngás II;Lyngási II
9367;850;Lækjarbraut;Lækjarbraut
9368;850;Meiri-Tunga I;Meiri-Tungu I
9369;850;Mörk;Mörk
22168;850;Nes;Nesi
9370;850;Nestún;Nestúni
22811;850;Rangárbakkar;Rangárbökkum
23097;850;Rangárþing ytra;Rangárþing ytra
9371;850;Seltún;Seltúni
23179;850;Sigalda;Sigöldu
9372;850;Strönd;Strönd
9373;850;Suðurlandsvegur;Suðurlandsvegi
9374;850;Syðri-Rauðilækur;Syðri-Rauðalæk
9375;850;Útskálar;Útskálum
9376;850;Vegskálar;Vegskálum
9377;850;Vindás;Vindási
9378;850;Þingskálar;Þingskálum
9379;850;Þrúðvangur;Þrúðvangi
9380;850;Ægissíða;Ægissíðu
25019;851;Akbraut;Akbraut
9382;851;Akurhóll I;Akurhóli I
9383;851;Arnkötlustaðir;Arnkötlustöðum
22148;851;Auðkúla;Auðkúlu
9384;851;Austvaðsholt;Austvaðsholti
9385;851;Árbakki;Árbakka
24106;851;Árbyrgi;Árbyrgi
9387;851;Árbæjarhjáleiga;Árbæjarhjáleigu
9386;851;Árbær;Árbæ
9388;851;Ártún;Ártúni
9392;851;Ás;Ási
24329;851;Ás 3;Ási 3
9389;851;Ásamýri;Ásamýri
24741;851;Ásbrú;Ásbrú
9390;851;Ásheimar;Ásheimum
9391;851;Áshóll;Áshóli
23637;851;Áskot;Áskoti
9393;851;Ásmundarstaðir;Ásmundarstöðum
9394;851;Ásmúli;Ásmúla
24179;851;Áströð;Áströð
9395;851;Bakkakot;Bakkakoti
9396;851;Bakkakot II;Bakkakoti II
9397;851;Bali I;Bala I
23534;851;Bali II;Bala II
9398;851;Berustaðir;Berustöðum
9399;851;Birkiflöt;Birkiflöt
9400;851;Bjalla;Bjalla
9401;851;Bjarg;Bjargi
9402;851;Bjálmholt;Bjálmholti
9403;851;Bjóla;Bjólu
9404;851;Bjóluhjáleiga;Bjóluhjáleigu
9405;851;Bolholt;Bolholti
9406;851;Borg;Borg
9407;851;Borgarholt;Borgarholti
9408;851;Borgartún;Borgartúni
9409;851;Borgartún II;Borgartúni II
9410;851;Bólstaður;Bólstað
22149;851;Brautartunga;Brautartungu
22150;851;Breiðabakki;Breiðabakka
9411;851;Brekka;Brekku
9412;851;Brekkugerði;Brekkugerði
9413;851;Brekkur;Brekkum
9414;851;Brúarlund;Brúarlundi
24944;851;Burstabrekka;Burstabrekku
9415;851;Búð;Búð
24942;851;Búð 1;Búð 1
9416;851;Búð II;Búð II
9417;851;Dísukot;Dísukoti
9418;851;Dvergabakki;Dvergabakka
9419;851;Efra-Sel;Efra-Seli
9420;851;Efri-Rauðalækur;Efri-Rauðalæk
23077;851;Einholt;Einholti
9421;851;Ekra;Ekru
9422;851;Eyjasandur;Eyjasandi
9423;851;Eyrarland;Eyrarlandi
9424;851;Eyrartún;Eyrartúni
24795;851;Fagurhóll;Fagurhóli
24945;851;Fákshólar;Fákshólum
9425;851;Fellsmúli;Fellsmúla
9426;851;Fet;Feti
9427;851;Flagbjarnarholt;Flagbjarnarholti
9429;851;Foss;Fossi
9428;851;Fosshólar;Fosshólum
9430;851;Framnes;Framnesi
9433;851;Galtalækjarskógur;Galtalækjarskógi
9431;851;Galtalækur;Galtalæk
9432;851;Galtalækur II;Galtalæk II
9439;851;Gata;Götu
9434;851;Geldingalækur;Geldingalæk
9435;851;Gerði;Gerði
23242;851;Giljatangi;Giljatanga
23538;851;Gilsbakki;Gilsbakka
9436;851;Gíslholt;Gíslholti
24651;851;Grásteinsholt;Grásteinsholti
9437;851;Gunnarsholt;Gunnarsholti
9438;851;Guttormshagi;Guttormshaga
22151;851;Hagi;Haga
9440;851;Hali;Hala
9441;851;Halstún;Halstúni
9442;851;Hamrahóll;Hamrahóli
9445;851;Hábær;Hábæ
9446;851;Hábær II;Hábæ II
9447;851;Hábær IIa;Hábæ IIa
9449;851;Háf II;Háfi II
9450;851;Háfshjáleiga;Háfshjáleigu
9448;851;Háfur;Háfi
9443;851;Háirimi 1;Háarima 1
9444;851;Háirimi 2;Háarima 2
9451;851;Hákot;Hákoti
9452;851;Hárlaugsstaðir;Hárlaugsstöðum
9453;851;Hávarðarkot;Hávarðarkoti
9454;851;Heiði;Heiði
22855;851;Heimaland;Heimalandi
9455;851;Heklugerði;Heklugerði
9456;851;Hellatún;Hellatúni
9457;851;Hellnatún;Hellnatúni
9458;851;Hellur;Hellum
9459;851;Helluvað;Helluvaði
9460;851;Herríðarhóll;Herríðarhóli
22853;851;Hestheimar;Hestheimum
9461;851;Heysholt;Heysholti
9462;851;Hjallanes;Hjallanesi
9463;851;Hjarðarbrekka;Hjarðarbrekku
24327;851;Hnakkholt;Hnakkholti
9466;851;Holt;Holtum
9464;851;Holtsmúli;Holtsmúla
9465;851;Holtsmúli I;Holtsmúla I
9467;851;Hólar;Hólum
9469;851;Hrafntóft II;Hrafntóftum II
9468;851;Hrafntóftir;Hrafntóftum
9470;851;Hrauk;Hrauk
9471;851;Hraukar II;Hraukum II
24995;851;Hraunhóll;Hraunhóli
9472;851;Hróarslækur;Hróarslæk
9473;851;Hrólfsstaðahellir;Hrólfsstaðahelli
9474;851;Húnakot;Húnakoti
9475;851;Húnakot II;Húnakoti II
9476;851;Húsagarður;Húsagarði
9477;851;Hvammur;Hvammi
9478;851;Jaðar;Jaðri
9491;851;Kaldakinn;Köldukinn
9479;851;Kaldárholt;Kaldárholti
9480;851;Kaldbakur;Kaldbak
9481;851;Kambur;Kambi
9482;851;Kastalabrekka;Kastalabrekku
9483;851;Kálfholt;Kálfholti
9484;851;Kálfholt I;Kálfholti I
9485;851;Kálfholt II;Kálfholti II
22152;851;Keldur;Keldum
24947;851;Ketilstaðir;Ketilstöðum
9486;851;Kirkjubær;Kirkjubæ
22155;851;Kirkjuhvolur;Kirkjuhvoli
22627;851;Kornbrekka;Kornbrekku
9488;851;Króktún;Króktúni
9487;851;Krókur;Króki
9489;851;Kvistar;Kvistum
24398;851;Kvisthagi;Kvisthaga
9490;851;Kvíarholt;Kvíarholti
9492;851;Lambhagi;Lambhaga
22629;851;Landgræðsla ríkisins;Landgræðslu ríkisins
9493;851;Landvegamót;Landvegamótum
9494;851;Langanesmelar;Langanesmelum
22158;851;Langekra;Langekru
24703;851;Langholt;Langholti
24760;851;Laufás;Laufási
9495;851;Laufskálar;Laufskálum
9496;851;Laugaland;Laugalandi
9497;851;Laugar;Laugum
9498;851;Leirubakki;Leirubakka
24943;851;Leynir;Leynir
9381;851;Litla Tunga 1;Litlu Tungu 1
24948;851;Litla Tunga 2;Litlu Tungu 2
9500;851;Litla-Tunga;Litlu-Tungu
24699;851;Litlaflöt;Litluflöt
24772;851;Litlaland;Litlalandi
9499;851;Litlioddi;Litlaodda
9501;851;Lunansholt;Lunansholti
9502;851;Lyngás;Lyngási
23270;851;Lyngholt;Lyngholti
9503;851;Lýtingsstaðir;Lýtingsstöðum
24582;851;Lækjarás;Lækjarási
9505;851;Lækjarbotnar;Lækjarbotnum
9506;851;Lækjarbraut;Lækjarbraut
23148;851;Lækjarbrekka;Lækjarbrekku
24558;851;Lækjarholt;Lækjarholti
9507;851;Lækjartún;Lækjartúni
9504;851;Lækur;Læk
9508;851;Marteinstunga;Marteinstungu
9509;851;Meiri-Tunga;Meiri-Tungu
9510;851;Meiri-Tunga II;Meiri-Tungu  II
23451;851;Melur;Meli
9511;851;Merkihvol;Merkihvoli
24927;851;Mið-Sel;Mið-Seli
24603;851;Miðhól;Miðhóli
24932;851;Miðkot;Miðkoti
9512;851;Miðkot I;Miðkoti I
9513;851;Miðkot II;Miðkoti II
9514;851;Miðkot III;Miðkoti III
23536;851;Miðmundarholt I;Miðmundarholti I
22162;851;Minna Hof;Minna Hofi
9515;851;Minni-Vellir;Minni-Völlum
9516;851;Mykjunes;Mykjunesi
22630;851;Mörk;Mörk
9517;851;Neðra-Sel;Neðra-Seli
9518;851;Nefsholt;Nefsholti
9519;851;Norður-Nýibær;Norður-Nýjabæ
9520;851;Norðurbær;Norðurbæ
9521;851;Næfurholt;Næfurholti
9523;851;Oddhóll;Oddhóli
9522;851;Oddi;Odda
9524;851;Oddspartur;Oddsparti
23126;851;Ósbotn;Ósbotni
9525;851;Pula;Pulu
9526;851;Raftholt;Raftholti
9527;851;Rangá;Rangá
9528;851;Rauðalækur;Rauðalæk
24156;851;Reiðholt;Reiðholti
23746;851;Riddaragarður;Riddaragarði
9529;851;Rifshalakot;Rifshalakoti
22894;851;Rimakot;Rimakoti
22869;851;Rjóður;Rjóður
24931;851;Rjúpnavellir;Rjúpnavöllum
9530;851;Rósalundur;Rósalundi
24949;851;Röðull;Röðli
9531;851;Sandhólaferja;Sandhólaferju
24005;851;Sauðholt;Sauðholti
9532;851;Saurbær;Saurbæ
9535;851;Sel;Seli
9533;851;Selalækur;Selalæk
9534;851;Selalækur II;Selalæk II
24180;851;Selás;Selási
9536;851;Selsund;Selsundi
9537;851;Seltún;Seltúni
9538;851;Sigtún;Sigtúni
24538;851;Sjónarhól;Sjónarhóli
9539;851;Skammbeinsstaðir;Skammbeinsstöðum
23671;851;Skammilækur;Skammalæk
9540;851;Skarð;Skarði
23872;851;Skák;Skák
24046;851;Skeiðvellir;Skeiðvöllum
24951;851;Skinnhúfa;Skinnhúfu
22163;851;Skinnur;Skinnum
24548;851;Skjólholt;Skjólholti
22812;851;Sléttaland;Sléttalandi
9541;851;Smáratún;Smáratúni
9542;851;Snjallsteinshöfði;Snjallsteinshöfða
9543;851;Sólbakki;Sólbakka
9544;851;Sólvellir;Sólvöllum
24702;851;Steinahlíð;Steinahlíð
24643;851;Steinsholt;Steinsholti
23036;851;Stekkjarhóll;Stekkjarhóli
22153;851;Stokkalækur;Stokkalæk
22166;851;Stóra Hof;Stóra Hofi
9546;851;Stóra-Rimakot;Stóra-Rimakoti
24952;851;Stóraflöt;Stóruflöt
9545;851;Stóri-Klofi;Stóra-Klofa
9547;851;Stóru-Vellir;Stóru-Völlum
22239;851;Strönd;Strönd
9548;851;Stúfholt;Stúfholti
9549;851;Stúfholt I;Stúfholti I
9550;851;Stúfholtshjáleiga;Stúfholtshjáleigu
9551;851;Suður-Nýibær;Suður-Nýjabæ
23890;851;Suðurlandsvegur;Suðurlandsvegi
9552;851;Sumarliðabær;Sumarliðabæ
9553;851;Sumarliðabær I;Sumarliðabæ I
24134;851;Svínhagalækur;Svínhagalækur
9554;851;Svínhagi;Svínhaga
24950;851;Syðri Rauðalækur;Syðri Rauðalæk
9555;851;Syðri-Hamrar;Syðri-Hömrum
24689;851;Tjarnalækur;Tjarnalæk
9556;851;Tjarnarbakki;Tjarnarbakka
9557;851;Tjarnarflöt;Tjarnarflöt
9558;851;Tjörn;Tjörn
24928;851;Tobbakot;Tobbakoti
9559;851;Tobbakot II;Tobbakoti II
24543;851;Tyrfingsstaðir;Tyrfingsstöðum
9560;851;Unhóll I;Unhóli I
9561;851;Unhóll II;Unhóli II
22160;851;Unuhóll;Unuhóli
24299;851;Vakurstaðir;Vakurstöðum
9569;851;Varða;Vörðu
24953;851;Varghóll;Varghóli
9562;851;Varmadalur;Varmadal
24929;851;Vatnsholt;Vatnsholti
9563;851;Vatnskot II;Vatnskoti II
9564;851;Vatnskot III;Vatnskoti III
9565;851;Vesturholt I;Vesturholtum I
9566;851;Vesturholt II;Vesturholtum II
9567;851;Vetleifsholt;Vetleifsholti
9568;851;Vindás;Vindási
22628;851;Vistheimilið Gunnarsholt;Vistheimilið Gunnarsholti
24930;851;Vöðlar;Vöðlum
24537;851;Vörðuholt;Vörðuholti
24268;851;Vörður;Vörðum
9570;851;Þingskálar;Þingskálum
9571;851;Þjóðólfshagi;Þjóðólfshaga
9572;851;Þjóðólfshagi II;Þjóðólfshaga II
22870;851;Þjóðólfshagi III;Þjóðólfshaga III
9573;851;Þjórsártún;Þjórsártúni
9574;851;Þrúðvangur;Þrúðvangi
9575;851;Þúfa;Þúfu
9576;851;Þverlækur;Þverlæk
9577;851;Þykkvibær;Þykkvabæ
9578;851;Ægissíða;Ægissíðu
9579;851;Ægissíða II;Ægissíðu II
23525;851;Ölversholt;Ölversholti
9580;851;Önnupartur;Önnuparti
9581;860;Austurvegur;Austurvegi
22138;860;Ásgarður;Ásgarði
9582;860;Dalsbakki;Dalsbakka
9583;860;Dufþaksbraut;Dufþaksbraut
9584;860;Efrahvol;Efrahvoli
22139;860;Garður;Garði
